sourceurl,company_name,company_homepage_url
"https://theorg.com/companies/v-1","V0","https://v0invest.com"
"https://theorg.com/companies/v-1","Vaaree","https://vaaree.com/"
"https://theorg.com/companies/v-1","V2 Systems","https://v2systems.com"
"https://theorg.com/companies/v-1","VAA Philippines","https://vaaphilippines.com"
"https://theorg.com/companies/v-1","V2 Retail Ltd","http://www.v2retail.com/"
"https://theorg.com/companies/v-1","V0","https://v0invest.com"
"https://theorg.com/companies/v-1","Vaadin","https://vaadin.com/"
"https://theorg.com/companies/v-1","Vaaja Consulting Oy","https://www.vaajaconsulting.com"
"https://theorg.com/companies/v-1","VAAGEN BROS LUMBER INC","http://www.vaagenbros.com/"
"https://theorg.com/companies/v-1","V12 Retail Finance Limited","https://www.v12retailfinance.com"
"https://theorg.com/companies/v-1","V12 Footwear","https://v12footwear.com"
"https://theorg.com/companies/v-1","V9 Hospitals","https://v9hospitals.com/"
"https://theorg.com/companies/v-1","V2 Systems","https://v2systems.com"
"https://theorg.com/companies/v-1","V2 Strategic Advisors","https://www.v2sa.com/"
"https://theorg.com/companies/v-1","Vaaka Partners","https://www.vaakapartners.fi"
"https://theorg.com/companies/v-1","V3A","https://www.v3a.ag"
"https://theorg.com/companies/v-1","V8 Digital Solutions","https://www.v8digitalsolutions.com"
"https://theorg.com/companies/v-1","V1 Fiber","https://v1fiber.com/"
"https://theorg.com/companies/v-1","VAALCO","http://vaalco.com"
"https://theorg.com/companies/v-1","vaamo Finanz AG","https://www.vaamo.de"
"https://theorg.com/companies/v-1","Vaanster Energie","https://www.vaanster.nl"
"https://theorg.com/companies/v-1","V12Software","https://www.v12software.com"
"https://theorg.com/companies/v-1","V0","https://v0invest.com"
"https://theorg.com/companies/v-1","V12 Footwear","https://v12footwear.com"
"https://theorg.com/companies/v-1","V12 Retail Finance Limited","https://www.v12retailfinance.com"
"https://theorg.com/companies/v-1","V10 Entertainment","http://v10e.com"
"https://theorg.com/companies/v-1","V12 Marketing","https://v12marketing.com"
"https://theorg.com/companies/v-1","V12 Data previously Data Mentors","https://www.datamentors.com"
"https://theorg.com/companies/v-1","Vaaka Partners","https://www.vaakapartners.fi"
"https://theorg.com/companies/v-1","VAALCO","http://vaalco.com"
"https://theorg.com/companies/v-1","Vaal Triangle Systems Pvt. Ltd.","https://www.vaal-triangle.com"
"https://theorg.com/companies/v-1","Vaak Creatives","http://vaakcreatives.com"
"https://theorg.com/companies/v-1","VAA LLC","https://www.vaaeng.com"
"https://theorg.com/companies/v-1","V9 Hospitals","https://v9hospitals.com/"
"https://theorg.com/companies/v-1","VAAGEN BROS LUMBER INC","http://www.vaagenbros.com/"
"https://theorg.com/companies/v-1","Vaaja Consulting Oy","https://www.vaajaconsulting.com"
"https://theorg.com/companies/v-1","Vaadin","https://vaadin.com/"
"https://theorg.com/companies/v-1","VA4U","https://www.va4u.com.au"
"https://theorg.com/companies/v-1","V8 Digital Solutions","https://www.v8digitalsolutions.com"
"https://theorg.com/companies/v-1","V76 by Vaughn","https://v76.com"
"https://theorg.com/companies/v-1","V7 Capital","https://v7capital.ro/"
"https://theorg.com/companies/v-1","V9 Group Limited","https://www.v9.group/"
"https://theorg.com/companies/v-1","V7 Labs","https://www.v7labs.com/"
"https://theorg.com/companies/v-1","V4INK","https://www.v4ink.com"
"https://theorg.com/companies/v-1","V4Scale","https://v4scale.com"
"https://theorg.com/companies/v-1","V5 Systems","http://v5systems.us/"
"https://theorg.com/companies/v-1","V5 Global Services Private Limited.","https://v5global.com/"
"https://theorg.com/companies/v-1","v4info","https://www.v4info.com/"
"https://theorg.com/companies/v-1","v4c.ai","https://www.v4c.ai"
"https://theorg.com/companies/v-1","V4 Development","http://www.v4development.com"
"https://theorg.com/companies/v-1","V3 Talent Partners","https://www.v3.co"
"https://theorg.com/companies/v-1","V3 Transportation","https://www.v3transportation.com"
"https://theorg.com/companies/v-1","V3Tech Solutions, Inc.","https://v3techsol.com"
"https://theorg.com/companies/v-1","V3 Sports","https://www.v3sports.org/%20"
"https://theorg.com/companies/v-1","V3 Staffing Solutions India P Limited","https://www.v3staffing.in"
"https://theorg.com/companies/v-1","V3 Stent Group Inc.","https://www.v3stent.com"
"https://theorg.com/companies/v-1","V3 Talent Partners","https://v3.co/"
"https://theorg.com/companies/v-1","V3 Smart Technologies","https://www.v3smarttech.com"
"https://theorg.com/companies/v-1","Vaanster Energie","https://www.vaanster.nl"
"https://theorg.com/companies/v-1","Vaaree","https://vaaree.com/"
"https://theorg.com/companies/v-1","Vaanee","https://vaanee.co/"
"https://theorg.com/companies/v-1","Vaan","https://www.vaangroup.com"
"https://theorg.com/companies/v-1","VAA Philippines","https://vaaphilippines.com"
"https://theorg.com/companies/v-1","vaamo Finanz AG","https://www.vaamo.de"
"https://theorg.com/companies/v-1","Vaam","https://vaam.io/"
